id,ret
110,"""您好！更换空气净化器滤网的步骤如下：首先请确保设备已断电，然后双手握住设备上盖向上拉起<PIC>，握住背部滤网盖把手向前拉出<PIC>，取出旧滤网。安装新滤网前请务必拆除其塑料包装<PIC><PIC><PIC>，以免影响使用或损坏设备。接着将滤网上下推入设备直至贴合紧密，装回滤网盖并确保卡槽固定<PIC>。最后长按控制面板上的睡眠和自动键5秒以上进行初始化，直到红色滤网指示灯熄灭。建议您每6-12个月更换一次滤网，或根据设备提示及时更换。如果还有其他问题，请随时告诉我！"", [""Manual03_0"", ""Manual03_1"", ""Manual03_2"", ""Manual03_3"", ""Manual03_4"", ""Manual03_5""]"
111,"""您好，清洁空气净化器的灰尘传感器，请按以下步骤操作：首先拆下设备上盖<PIC>和背部滤网盖<PIC>，然后拆下灰尘传感器盖。接着，用蘸有少量水的棉签轻轻擦拭灰尘传感器镜头和进风口，再用干燥的棉签彻底擦干。最后将各部件装回。请注意，切勿使用酒精等强腐蚀性试剂擦拭。"", [""Manual03_25""]"
112,"""您好！关于空气净化器的长期存放，为了确保设备在后续使用时仍然保持良好的性能，建议您：首先，彻底清洁设备。请务必先拔下电源插头，然后用软布擦拭净化器外壳，并打开背部滤网盖取出滤网<PIC>，用吸尘器和湿毛巾清洁滤网仓内部。其次，清洁完成后，请将设备存放在干燥、通风且避免阳光直射的地方。"", [""Manual03_0""]"
113,"""您好，要了解这款健身单车的技术规格，您可以查看产品的技术规格说明。例如，机器重量为26.5千克（58.4磅），交流电源适配器符合CE认证，且产品符合EN ISO 20957国际标准的S级要求。这些详细信息都直接列明在说明书中，如有其他疑问，欢迎随时询问。"""
114,"""您好，启动健身单车前，为确保安全，请您做好以下基本准备：

1. **检查安装与水平**：请先确认单车已按说明书完成正确组装，并调整车体。旋转后稳定器两侧的调节脚垫，确保单车放置水平、稳固。
2. **进行安全自查**：仔细阅读完整的用户手册，并检查您单车上的所有安全警告标签是否完好、清晰。同时，检查机器是否有任何零件松动或磨损。
3. **注意健康提示**：开始任何新的运动计划前，建议您先咨询医生。当日后运动时若出现胸部疼痛、头晕等不适感，请立即停止并再次咨询医生。

完成这些准备后，您就可以安全地开始使用了。"""
115,"""您好，您购买的这款健身单车的控制台是设备的核心电子控制单元，安装在立柱上，主要负责处理所有输入、运行预设程序并管理设备的整体运行。您可以通过带触控按键的显示屏来浏览运动程序、调整阻力等级并实时查看各项数据。

显示屏整合了多个功能区域能清晰展示您的运动信息，包括：程序曲线、实时运动强度、心率区间、目标完成进度、当前速度、时间、距离、消耗的卡路里以及阻力等级等。显示屏下部区域还可以根据您的个人需要进行自定义显示设置。

此外，系统支持您创建和管理个人用户档案，用于存储您的年龄、体重等信息并记录运动历史，从而提供更个性化的运动数据计算。电源方面，控制台还具备智能的开机/待机与自动关机功能，确保设备节能和安全。

如果您在使用过程中有任何疑问，随时联系我们。"""
116,"""您好，为保障运动舒适度，您需要进行以下两项关键调整：
首先，请调节单车水平：通过旋转单车后方稳定器两侧的水平调节脚旋钮，确保单车放置水平且稳固。
其次，请调整座椅高度：理想的座椅位置应让您坐姿时，脚掌中心对准脚踏板，且膝盖保持微弯状态。如果感觉腿部过直或将无法踩到脚踏板，可以调低座椅；若膝盖弯曲过度，则应调高座椅。"""
117,"""您好，使用健身单车的“轻松骑行”类别时，您可以体验到“起伏山丘”<PIC>、“公园骑行”<PIC>和“轻松之旅”<PIC>这三个预设运动程序。"", [""Manual14_33"", ""Manual14_34"", ""Manual14_35""]"
118,"""在健身单车的山地类别中，您可以体验到派克峰<PIC>、胡德山<PIC>和金字塔这三个预设运动程序。"", [""Manual14_27"", ""Manual14_28""]"
119,"""在挑战类别中，您可以体验到三个预设运动程序：上坡冲刺、交叉训练和间歇训练。这些程序会自动调整阻力等级，为您提供高强度的训练体验。"""
120,"""您好！编辑健身单车的用户档案，请遵循以下步骤：  
首先，在开机模式界面使用增加或减少按钮选择您要编辑的档案，按确认键进入。随后屏幕会显示编辑提示，再次按确认键开始编辑选项。您可以通过增加/减少按钮依次修改姓名、年龄、体重、身高和性别等数据，每项设置完成后按确认键接受更改。如需中途退出，可按暂停/结束按钮直接返回开机界面。"""
121,"""您好！很高兴为您解答。

可以的。首先，请在健身单车的控制台中创建您的个人用户档案并输入您的年龄等信息。系统通常会根据您的年龄，以“220减去年龄”作为估算的最大心率。

然后，您可以选择“心率控制”运动程序，系统会根据您的档案信息自动计算并提供不同的目标心率区间百分比供您选择，例如50-60%、60-70%等。通常，燃脂效果较好的区间是最大心率的50-70%，建议您从较低强度开始，逐渐适应。

请注意，这些是通用建议，每个人的最佳心率区间可能不同。如果您想尝试80-90%的高强度区间，请务必先咨询医生。您也可以在运动时通过心率感受或咨询医生来进一步调整。"""
122,"""您好，这款健身单车的体能测试程序是一个用来评估您体能水平是否提升的功能。它的核心原理是通过对比您在运动中达到的功率输出（瓦特）与实时心率。当您的体能水平提升后，在相同的心率下，您能够输出的功率会增加，这表明您的运动能力变强了。需要您注意的是，该功能需要设备能从接触式心率传感器或心率监测仪读取您的心率数据。在测试过程中，运动强度会自动逐渐增加，直到您手动停止。"""
123,"""您好，要给电钻充电，请先将电池组从工具手柄上拆下，并使用制造商指定的配套充电器。步骤是：将充电器电源线插入合适的市电插座，然后将电池组完全插入充电器直至就位；充电过程中设备发热属正常现象，请遵循附带的安全说明。"""
124,"""您好，针对您的问题，DCB101型号充电器的指示灯闪烁含义如下：

**红色指示灯持续闪烁** 表示电池组正在充电中<PIC><PIC><PIC><PIC><PIC><PIC>；**指示灯常亮**则表示充电已完成。如果指示灯**快速闪烁**，通常指示电池组或充电器可能存在故障，此时建议重新插入电池组尝试。若指示灯**快速闪烁两次后暂停**，则可能是在使用如发电机等电源时出现了电源故障。还有一种 **“长闪后短闪”** 的节奏，这表示充电器因检测到电池过热或过冷而自动延迟充电，以保护电池，待温度恢复后会自动继续充电。

如果重新插拔电池组后问题仍然存在，建议尝试更换另一块电池组，以判断是电池还是充电器的问题。若问题持续，可能需要将设备送至服务中心检测。"", [""Manual11_2"", ""drill0_08"", ""drill0_09"", ""drill0_10"", ""drill0_11"", ""drill0_12""]"
126,"""您好，安装电钻的单套无键夹头附件（如钻头），请遵循以下步骤：

首先，请务必关闭工具并断开电源。然后，一只手握住夹头的黑色套筒，另一只手稳住电钻机身，逆时针旋转套筒直至开口足够大，以便装入您的附件。<PIC>将附件插入夹头约19毫米深后，顺时针旋转夹头套筒将其紧固，同时另一只手仍握住工具以保持稳定。请务必注意，在任何情况下都不要通过握住夹头前部并启动工具来拧紧附件，这可能会导致夹头损坏。"", [""drill0_03""]"
127,"""您好，根据产品手册，为确保安全，请在操作前务必关闭电钻电源，以防意外启动导致受伤。<PIC>

安装电池组时，请先将电池组对准电钻手柄内部的导轨，然后将电池组平稳地滑入手柄，直至它牢固就位且不会松动。拆卸时，请按住电池组上的释放按钮，<PIC>然后将电池组从手柄中平稳地拔出。<PIC>

如果还有其他问题，随时为您解答。"", [""Manual11_8"", ""drill0_15""]"
128,"""您好，使用电钻的腰带挂钩和批头夹时<PIC>，请特别注意：首先，在调整、拆卸或安装前，务必关闭电钻并取下电池组，以避免意外启动导致受伤。其次，安装时仅使用随附的螺钉(H)，并确保螺钉紧固；切勿将工具悬挂在高处或在挂钩上挂物体，只能将其挂在工作腰带上。移动这些附件时，需取下螺钉后重新安装到另一侧并拧紧，以保障您的使用安全。"", [""drill0_01""]"
129,"""您好，购买电钻后，根据语义检索结果，通常会配备如钻头（切削附件）和螺丝批头（紧固件附件）等基本附件<PIC>，这些需要安装在电钻的夹头上使用。此外，侧手柄也可能作为可选组件提供，以增强操作稳定性。具体的附件清单因产品型号而异，建议您查阅随机附带的用户手册以获取最准确的信息。"", [""drill0_16""]"
130,"""您好，电钻的三年有限保修主要包括：购买后第一年内提供免费维护，并为您更换因正常磨损而损坏的部件。对于电池组，部分型号享受第一年免费服务，而其他电池组则享受三年免费服务。请注意，若电池组被擅自改装，该产品的保修将会失效。"""
131,"""您好！购买健身追踪器后，包装盒内通常包含以下物品：

1. **手表主体**——已预装小号表带（颜色和材质以实物为准）
2. **充电线**——用于为手表充电
3. **额外大号表带**——方便您根据手腕尺寸进行更换

请注意，包装盒内的可拆卸表带仅提供基础颜色，如需其他颜色或材质的表带，需另外单独购买。如有其他问题，欢迎随时咨询！"""
132,"""您好，要为健身追踪器充电，请使用包装盒内附带的充电线。

首先，将充电线的一端插入电脑的USB端口或其他低功耗充电设备的USB接口。然后，将充电线另一端的磁吸接口靠近手表背面的充电区域，确保金属触点对齐，充电线会自动吸附并开始充电。

充电12分钟即可支持约24小时的续航，完全充满通常需要1-2小时。"""
133,"""您好，为了让健身追踪器性能更佳，日常佩戴时建议将其佩戴在腕骨上方一指宽的位置。运动时，可将表带向上移动以获得更贴合的佩戴效果，从而优化心率监测精度。另外，请在健身追踪器应用中指定佩戴手腕是惯用手还是非惯用手上，以提高数据准确性。"""
134,"""您好！如果您的健身追踪器表带感觉太紧，可以这样正确调整：
1. 先将表带松开，重新佩戴。
2. 将底部表带穿入顶部表带的第一个环扣。
3. 收紧表带至舒适贴合，将表扣钉按入表带上的孔位。请注意佩戴时应留有空隙，确保表带能在手腕上轻微移动，避免过紧。<PIC>
如果您使用的是小号表带，扣到最外面的孔位仍感觉太紧，建议更换为包装盒内附带的大号表带，以获得更舒适的佩戴体验。"", [""Manual16_48""]"
135,"""您好！拆卸健身追踪器表带请按以下步骤操作：首先将设备翻面，找到表带卡扣；然后松开卡扣，将扁平按钮向表带方向滑动；接着轻轻将表带从手表上拔下，另一侧重复相同操作即可。安装新表带时，请将其按入直至听到咔嗒声并卡紧到位。"""
136,"""您好，操作健身追踪器的界面非常简单。您可以通过轻点屏幕两次或按下物理按钮来点亮屏幕；在时钟界面向下滑动可进入快捷设置，左右滑动可浏览功能卡片（如活动摘要、心率、天气等）；双击按钮可快速打开语音助手或通知等快捷入口。"""
137,"""您好，健身追踪器可以显示您配对手机的来电、短信、日历和应用通知<PIC>，并在收到时通过震动提醒您。设备最多可存储30条通知，您可以通过上滑表盘查看、删除单条或全部清除，或在应用中管理通知设置。此外，它还支持接听或拒接来电，以及在安卓手机上直接在手表回复消息。如需设置或调整通知，请在健身追踪器应用的通知选项中操作。"", [""Manual16_28""]"
138,"""您好，健身追踪器通过每晚记录您的皮肤温度变化，并与您个人的基准温度进行对比，来帮助您识别身体的变化和趋势。<PIC>您可以在手机上的健身追踪器应用中查看详细的夜间温度变化图表。<PIC>请注意，必须佩戴健身追踪器睡觉3晚才能看到个人皮肤温度基准。"", [""Manual16_35"", ""Manual16_36""]"
139,"""您好！健身追踪器通过内置传感器（如加速度计、心率监测器和GPS）来追踪您的运动情况。它能自动识别并记录持续15分钟以上的高强度活动（例如步行、跑步或骑行），您也可以手动在运动应用中选择特定运动类型开始追踪。

运动过程中，设备会实时记录您的心率、消耗卡路里、运动时长和运动轨迹（如使用GPS）。运动结束后，数据会同步到配套的手机健身追踪器应用中，您可以在应用里查看详细的摘要分析、历史记录以及运动强度地图，从而全面了解自己的运动表现和心脏健康状况。"""
140,"""您好，健身追踪器通过内置的光学心率传感器来测量心率。传感器通过发射光线照射皮肤，检测血液流动变化来计算心率。为确保数据准确，您需要将设备正面朝上、背面紧贴皮肤正确佩戴在手腕上。在运动时，可以通过调整佩戴位置来优化监测效果。

此外，健身追踪器会使用您的心率储备（最大心率与静息心率之差）来个性设置心率区间，运动时可以在手表上实时查看心率和所处的心率区间，帮助您达成目标训练强度。"""
141,"""您好！要使用健身追踪器完成消费支付，请按以下步骤操作：

**一、添加支付卡（首次设置）：**
1. 在健身追踪器应用的""今日""页面，点击左上角图标 > 健身追踪器卡片 > 支付卡片
2. 按照屏幕说明添加您的合作银行信用卡或借记卡
3. 首次添加时，系统会提示您为手表设置4位PIN码（手机也需开启密码保护）

**二、进行消费支付：**
1. 打开手表上的支付应用（可双击手表按钮快速访问）
2. 如提示，输入4位手表PIN码
3. 屏幕会显示您的默认支付卡
4. 将手腕靠近支持非接触式支付的终端即可完成支付<PIC>
5. 如需使用其他已添加的卡，左右滑动选择后再靠近终端

**温馨提示：** 支付时请确保手表佩戴在手腕上，并将表盘贴近读取区域。如遇到支付终端不识别的情况，请告知收银员您使用的是非接触式支付<PIC>。

如需进一步帮助，请随时联系我们！"", [""Manual16_47"", ""Manual16_48""]"
142,"""您好，很高兴为您解答。在使用健身追踪器时，您可能会遇到以下常见问题及相应的解决方法：

**1. 心率监测不准确：** 这通常是由于佩戴不正确造成的。请确保健身追踪器紧贴皮肤佩戴，可以尝试在手腕上适当调整位置或表带松紧度，保持手臂静止片刻通常能恢复信号显示。<PIC>

**2. GPS信号丢失：** 环境因素如高层建筑、茂密树林或厚云层会干扰信号。<PIC>建议在运动开始前，先等待追踪器成功连接GPS信号。如果运动中信号丢失，设备通常会自动尝试重连。<PIC>

**3. 无法充电：** 请务必使用原装充电线，并确保充电器与设备的金属触点正确对齐并保持清洁，干燥的接触面有助于正常充电。

**4. 皮肤刺激：** 为减少皮肤不适，避免长时间不间断佩戴，并定期用温和的无皂清洁剂清洁设备及表带，保持干燥。

**5. 设备无响应或数据不同步：** 如果设备无法响应操作或数据无法同步，可以尝试重启设备，这是解决许多临时性软件问题的有效方法。<PIC><PIC>

如果以上方法无法解决您遇到的具体问题，建议查阅详细的用户手册或联系官方客服获取进一步支持。"", [""Manual16_48"", ""Manual16_49"", ""Manual16_50"", ""Manual16_51"", ""Manual16_52""]"
144,"""您好！要在健身追踪器上设置锁屏，请打开手机上的健身追踪器应用，在“今日”页面点击左上角图标，然后选择您的设备卡片，在其中找到“设备锁”选项即可开启。开启后，每次解锁手表都需要输入您设置的4位PIN码。请注意，如果您开启了非接触式支付功能，设备锁会自动启用并要求设置密码。"""
145,"""您好，根据手册，使用冰箱冰柜时请特别注意以下前五条事项：  
1. 使用前必须按照安装说明正确安装与放置，并参阅安装手册。  
2. 务必通过握紧插头拔下电源，切勿拉扯电源线。  
3. 冰箱运行后请勿触摸冷冻室等低温表面，以防皮肤粘连。  
4. 请勿直接向冰箱内外喷水，以避免爆炸或火灾风险。  
5. 切勿湿手插拔电源插头，以防触电。"""
146,"""您好，根据您查询的冰箱连接电源注意事项，我们为您梳理了手册中的前五条要点，这些都是确保安全使用的重要提醒：

1.  **请确保冰箱所连接的墙壁插座无松动，电源插头的插脚应完全插入，以保证电气接触良好。**
2.  **当您需要拔下冰箱电源插头时，务必握住插头本身进行操作，切勿直接拉扯电源线，以避免线缆内部损伤。**
3.  **保持电源插头的清洁与干燥，避免其沾染水渍或积聚灰尘，以防发生短路风险。**
4.  **在冰箱放置和使用时，请注意避免电源线被其他物品过度挤压或弯折，以保护线缆绝缘层完好。**
5.  **建议为冰箱使用独立的电源插座，并确保该插座接地可靠，这有助于防止电路过载并规避触电风险。**"""
153,"""您好，关于使用发电机时的燃油安全，请您特别注意以下几点：

首先，**务必在通风良好的场所操作**，因为废气和燃油蒸汽有毒，可能导致昏迷甚至危险。其次，**加油前必须关闭发动机**，并远离任何明火或吸烟行为，加油时注意防止燃油洒落在高温部件上。最后，如果发生任何泄漏，请立即擦拭干净<PIC>，若燃油溅到皮肤或衣物，请立即用肥皂水清洗。"", [""Manual18_68""]"
154,"""您好，感谢您的提问。发电机工作后发动机和消音器温度极高，这确实是一个非常重要且常见的安全注意事项。

为确保安全，请您注意以下几点：首先，应将机器放置在行人或儿童不易触碰的区域，并避免将易燃物品放置在排气口附近；其次，运行时请与建筑物或其他设备保持至少1米的安全距离。最重要的是，在检修或维修时，切勿在机器冷却前用身体或衣物触碰这些发烫的部件，建议您耐心等待其完全冷却后再进行操作。请您务必注意安全。"""
155,"""您好，日常使用中防止发电机触电事故，请务必：首先，操作前确保发电机正确接地，使用足够载流量的接地导线；其次，切勿在雨雪天气或湿手情况下接触或运行发电机；第三，发电机接入建筑物电路前，必须由持证电工安装隔离开关，避免直接插入家用插座；最后，使用符合规格的延长线，并定期检查设备和线路的完好状态。"""
156,"""您好，要通过发电机的燃油开关旋钮供油，请先确保油箱盖上的**通气旋钮已逆时针旋转1圈**（从拧紧位置），使空气进入油箱，燃油才能顺利流出。然后，请将**燃油开关旋钮置于“开启”位置**，即可使燃油从油箱流向化油器。操作时请注意确保环境通风，保持发电机机身直立，并远离火源。"""
157,"""您好！感谢您的提问。使用发电机前对燃油进行检查确实至关重要，这能确保设备安全可靠地运行。以下是根据说明书建议的操作要点：

1.  **确认燃油类型与油量**：检查油箱内必须是无铅汽油，其辛烷值应为（研究法+马达法）/2 86或研究法辛烷值91及以上。同时确认油箱内燃油充足。
2.  **安全加油**：加油前请务必**关闭发动机**，并在通风良好、无明火的安全环境下操作。加注燃油时切勿超过安全标记，防止因燃油热膨胀而溢出。若有燃油洒出，请立即擦拭干净。
3.  **检查后操作**：加油后，请务必**拧紧油箱盖及其通气旋钮**，以防止运输时泄漏。此外，请留意燃油滤清器的状态是否正常。

为方便供油，发电机设有燃油开关旋钮和拨杆。若旋钮无法转动，可取下盖板，使用内部拨杆进行供油。请务必在每次使用前都执行此项检查，以保障您的使用安全。若您在操作中遇到任何疑问，我们随时准备为您提供进一步的帮助。"""
158,"""您好，启动发电机发动机的前两个步骤是：首先将发动机开关置于“ON”位置，然后将油门手柄稍向右推。为确保安全，请在通风良好的场所操作。"""
159,"""您好，在将交流电连接到发电机时，确保自身安全的首要措施是必须由持证电工在建筑物主配电箱内安装专用的隔离（转换）开关，以防止电力反送导致触电事故。操作过程中务必做好发电机的接地保护，并避免在湿手或潮湿环境下操作，同时使用符合安全规格的延长线。请确保将发电机放置在通风良好的场所，并与建筑物保持至少1米的安全距离，以保障使用安全。"""
160,"""您好！关于发电机上的两种开关，一个通常是**发动机开关**（如点火开关），用于控制启动和关闭发动机；另一个是**经济控制开关**，用于在标准运行和更省油的经济模式之间切换。建议您启动前将经济控制开关置于“关”的位置，以确保顺利启动。"""
161,"""您好，查找和记录发电机标识信息请按以下步骤操作：
首先，请检查发动机机身表面，找到标有机器序列号的标签。序列号的前三位数字代表机型标识，其余部分是生产编号。通常，产品识别码会标在附近或机器的另一位置，用于订购零配件。<PIC>
找到后，请将序列号和产品识别码记录在随机器提供的用户手册指定位置。<PIC>同时，建议您另作一份备份妥善保存，这有助于在机器被盗或订购配件时使用。"", [""Manual18_0"", ""Manual18_1""]"
162,"""您好！使用发电机直流保护器时，请您注意，它是一种重要的安全保护装置。当您连接的电器设备总功率超过发电机的额定输出功率时，直流保护器会自动断开以防止设备过载损坏。

如果直流保护器意外断开，请您首先将所连接电器的总功率降低到发电机额定范围内，然后按下直流保护器即可复位<PIC><PIC>。若降低负载后问题依然存在，建议您联系经销商进行进一步检查。

请注意，当您使用启动电流较大的电器（如压缩机、潜水泵）时，建议将经济控制开关置于○（关闭）位置，以确保供电稳定。"", [""Manual18_65"", ""Manual18_66""]"
163,"""您好，在使用发电机前检查发动机机油，请按以下步骤操作：首先请确保发电机已关停并静置片刻，待机身冷却。<PIC><PIC><PIC><PIC>然后找到机油加注口或检查标尺，确认发动机机油液位处于上限位置。如果机油不足，请添加推荐规格的API标准SE级或SF级机油至合适液位，最后拧紧机油口盖。"", [""generator_23"", ""generator_24"", ""Manual18_40"", ""Manual18_41""]"
164,"""您好！根据手册说明，启动发电机发动机的最后三个步骤是：

1. 用左手将设备机身按压在地面。
2. 右手握紧启动手柄。
3. 先缓慢拉动启动绳至感受到阻力，然后快速用力拉动以启动发动机。

请务必确保在通风良好的场所操作。如果您在操作过程中遇到任何问题或需要更详细的指导，建议您联系授权的发电机经销商获取专业帮助。"""
165,"""您好，发电机电池的正确充电方法如下：

请使用发电机的12V直流输出进行充电。首先，启动发动机，然后将充电线的红色夹连接到电池的正极（+），黑色夹连接到负极（-）<PIC>，确保连接牢固且极性正确。启动发动机后，请按下直流保护器并安装电池。要注意的是，充电时必须关闭经济控制开关，并请检查电池的通气软管是否连接正确、无损坏或堵塞。若直流保护器反复断开，请联系您的发电机经销商进行检查。"", [""Manual18_36""]"
166,"""您好！要让发电机的发动机停机，请按照以下三个步骤依次操作：首先将油门手柄完全向左推，接着将发动机开关置于“OFF”位置<PIC>，最后将燃油开关手柄也转至“OFF”位置<PIC>。这些步骤能确保发动机安全、彻底地停止工作。"", [""generator_23"", ""generator_24""]"
167,"""您好，根据手册建议，火花塞检查是发电机定期保养的重要项目，具体步骤如下：

1. **安全准备**：先停机，断开电气设备，将发动机开关置于""停止""位置，燃油开关旋钮置于""关闭""位置。

2. **拆卸检查**：取下火花塞盖板<PIC>，拆下火花塞后，检查电极是否变色并清除积碳<PIC>。

3. **检查间隙**：检查火花塞型号是否正确<PIC>，并确认电极间隙是否为标准值0.5毫米，必要时进行调整或更换。

4. **安装复位**：检查完成后，安装火花塞并盖上盖板。

请注意，火花塞属于用户需自行承担费用的日常耗材。如您不确定如何操作，建议交由授权发电机经销商进行专业检查和维护。如果您有其他问题，欢迎随时咨询！"", [""Manual18_46"", ""Manual18_47"", ""Manual18_48""]"
168,"""您好，为了正确更换发电机的发动机机油，请遵循以下前六个步骤：
1. 启动发动机并运行约5分钟以预热机油。
2. 将设备停放好，使放油侧略低，以确保机油能完全排空。
3. 断开刀片控制开关（PTO）并接合驻车制动器。
4. 关闭发动机，取下钥匙，并等待所有运动部件完全停止。
5. 打开发动机的放油塞以排放旧机油。
6. 缓慢向注油管加入约80%指定量的新机油，然后逐渐添加至机油尺的“满”标记处。

按照这些步骤操作，能帮助您安全、有效地完成机油更换。"""
169,"""您好，很抱歉听到您在操作空气滤清器时遇到了问题。以下是清洁发电机空气滤清器的正确步骤：

**操作步骤：**
1. 拆卸空气滤清器盖并取出滤材
2. 用肥皂水将滤材清洗干净
3. 确保滤材完全干燥后再安装回去

**保养建议：**
建议每工作25小时清洁一次，如果在粉尘较多的环境中使用，需要适当增加清洁频次。

如果您对自己操作不太放心，或者需要更换滤材等操作，建议交由您的发电机经销商处理，他们可以为您提供专业的保养服务。如有其他疑问，欢迎随时咨询。"""
170,"""您好，如果您的发电机发动机无法启动，请先检查是否已正确加注机油。发电机出厂时通常未加注机油，必须添加合适等级的机油（推荐API SE或SF级）至机油尺上限位置，否则发动机将无法启动。<PIC> 完成机油检查后，请按照以下步骤重新尝试启动：打开油箱通气旋钮，<PIC> 将燃油开关和发动机开关置于开启位置，拉出阻风门旋钮，然后拉动反冲启动器。冬季低温环境下启动后，发动机会自动暖机3分钟。如果问题依旧，建议联系授权经销商进行专业检查。"", [""Manual18_24"", ""Manual18_27""]"
171,"""您好，正确排空发电机的燃油，请按照以下步骤操作：

首先，排空油箱里的燃油。您可以打开油箱盖，使用手动虹吸管将燃油抽到合格的汽油容器中，然后装回油箱盖<PIC>。

接下来，排空化油器里的燃油。请先取下盖板，然后松开化油器浮子室的放油螺丝，将内部的燃油排空<PIC>。

最后，为了排空油路里残余的燃油，请将燃油开关旋钮转到“关闭”位置，启动发动机直到它自行停机即可。

操作前请务必仔细阅读安全提示，因为燃油高度易燃且有毒，请在通风良好的地方操作，并远离明火。"", [""Manual18_67"", ""Manual18_68""]"
172,"""您好！使用该发电机为对电压敏感的精密设备供电前，建议您做好以下准备：

首先，请咨询精密设备供应商，确认您的设备是否适合使用便携式发电机供电，因为部分医疗设备、个人电脑等对电压稳定性要求较高。其次，务必对发电机进行正确接地，并使用足够载流量的接地导线。若需将发电机接入建筑物电气系统，必须由持证电工在主配电箱内安装隔离（转换）开关，以防止反送电造成安全隐患。启动前，请确认经济控制开关处于关闭位置，并检查发动机机油已加注至规定上限，确保设备在最稳定的状态下运行。"""
173,"""您好，很理解您想了解在类似钓鱼或休闲划船场景下，不同速度等级的具体含义和区别。根据摩托艇操作指南，这三种速度主要用于描述艇体不同的水动力状态和操控特性，以适应不同的作业需求。

具体来说：
1.  **拖曳速度**：这是最低的可控速度，几乎不给油门。艇体会沉入水中，几乎没有尾流。它主要用于精细操控，例如平稳地靠岸、缓慢接近钓鱼点或在狭窄水域中活动。<PIC>
2.  **半滑航速度**：这是一种中等速度。此时艇首会略微抬离水面，但艇体仍在水中行驶，并会产生明显的尾流。它适用于常规巡航、水面钓鱼时的走位以及进行转弯训练，平衡了操控性和效率。<PIC><PIC>
3.  **滑航速度**：这是较快速度。艇体会进一步抬起，在水面上滑行，同样会产生尾流。在这种高速状态下，艇体在水面上的阻力更小、航行更平稳，但转向角度会受到限制，急转弯时容易发生侧滑。它主要用于快速移动到远处的场所。

总结来说，选择哪种速度主要取决于您的活动目的：进行精细作业（如接近钓点）时用拖曳速度；日常巡航和转弯用半滑航速度；需要长距离快速移动时则使用滑航速度。每种速度下的操控技巧（如是否需要带油门转向）都有所不同，建议您在安全开阔的水域逐步练习熟悉。"", [""Manual40_1"", ""Manual40_2"", ""Manual40_3""]"
174,"""您好！在深水中登上摩托艇并保持平衡，请遵循以下步骤以确保安全：首先，请移至水深至少齐胸的水域，初始练习时请勿启动发动机。您应游至艇尾，双手放在登艇台阶上并抓住扶手<PIC>，随后将身体拉上平台呈跪姿，再移至座位上跨坐。接着，请将熄火绳系于手腕并将卡扣装入开关，然后双手紧握车把，双脚放入脚坑内进行平衡练习。请注意，体重越大平衡难度越高，建议您先在近岸区域反复练习直至能够轻松、稳定地完成登艇动作。"", [""Manual40_15""]"
175,"""您好，在滑航速度下急转弯时，为保证稳定性和操控性，建议注意以下几点：1. 转向时务必保持油门提供推力，因为转向响应完全依赖喷射水流，松开油门会导致转向失灵；<PIC>2. 避免过度转向把转得过急，急转弯易导致艇体侧滑进入排水模式从而失去抓地力，应从平缓转向开始逐步增加难度；3. 熟悉您艇体在特定速度下的转弯极限，高速状态下转弯半径有固有限制。请务必在开阔水域反复练习，逐步建立对艇体反应的感觉。<PIC>"", [""Manual40_25"", ""Manual40_26""]"
176,"""您好，在驾驶摩托艇完成大椭圆转弯、绕圈和8字行驶时，保持操控性和稳定性的核心技巧在于油门与转向的协调配合。首先，转弯时需持续加油门以维持喷射推力，因为摩托艇是通过改变喷射推力方向来转向的，松开油门会导致转向能力迅速下降。建议从低速小半径开始练习，逐步提升难度，始终保持平稳操作。

针对您提到的三种动作，具体技巧如下：
1. **大椭圆转弯**：以半滑航速度前进，平稳向右或向左转弯，重复练习直至能完成完整的椭圆形路线。过程中保持速度稳定。
2. **绕圈行驶**：固定车把转向，通过持续加油门和逐步缩小转向半径来完成绕圈。注意保持匀速，让艇体自然围绕圆心行驶。
3. **8字行驶**：结合前两项训练，将两个反向的椭圆或圆圈连贯衔接。开始时可做大尺寸8字，熟练后再逐渐缩小尺寸，重点练习转向方向切换时的油门控制。<PIC><PIC>

此外，请注意摩托艇的停车距离受重量、水面和风况影响，松开油门后仍会滑行约90米才完全停止。建议先在安全开阔水域反复练习基础动作，熟练后再尝试复合动作，始终遵循从易到难、循序渐进的原则。"", [""Manual40_19"", ""Manual40_20""]"
177,"""您好，在驾驶摩托艇进行中低速转弯时，需根据具体速度等级采用不同的油门控制方法以确保稳定与操控性。

首先，在最低速（即“拖曳速度”）下进行大幅度转弯练习时，通常无需加油门，重点在于轻柔地转动车把，感受艇体的响应。<PIC>而当进入中等速度（即“半滑航速度”）转弯时，则必须平稳地维持或略微增加油门开度，并与转向操作相配合。这是因为摩托艇的转向完全依赖于喷射推力，松开油门会立即丧失转向能力。操作的关键在于动作要连贯柔和，避免急转弯或突然猛加油门，以保持航行轨迹平稳、可控。此外，请务必在转弯前观察周围环境，确保有足够的安全空间。"", [""Manual40_20""]"
